Unnamed:_0,Rank,NOC,Gold,Silver,Bronze,Total,Year,Host,Number_of_people,Basketball,Judo,Football,Tug-Of-War,Athletics,Swimming,Badminton,Sailing,Gymnastics,Art_Competitions,Handball,Weightlifting,Wrestling,Water_Polo,Hockey,Rowing,Fencing,Equestrianism,Shooting,Boxing,Taekwondo,Cycling,Diving,Canoeing,Tennis,Modern_Pentathlon,Golf,Softball,Archery,Volleyball,Synchronized_Swimming,Table_Tennis,Baseball,Rhythmic_Gymnastics,Rugby_Sevens,Trampolining,Beach_Volleyball,Triathlon,Rugby,Lacrosse,Polo,Cricket,Ice_Hockey,Racquets,Motorboating,Croquet,Figure_Skating,Jeu_De_Paume,Roque,Basque_Pelota,Alpinism,Aeronautics,Cycling_Road,Artistic_Gymnastics,Karate,Baseball/Softball,Trampoline_Gymnastics,Marathon_Swimming,Canoe_Slalom,Surfing,Canoe_Sprint,Cycling_BMX_Racing,Equestrian,Artistic_Swimming,Cycling_Track,Skateboarding,Cycling_Mountain_Bike,3x3_Basketball,Cycling_BMX_Freestyle,Sport_Climbing,"Marathon_Swimming,_Swimming",Breaking,"Cycling_Road,_Cycling_Track","Cycling_Road,_Cycling_Mountain_Bike","Cycling_Road,_Triathlon","3x3_Basketball,_Basketball"
374,32,Formosa,0,1,0,1,1960,0,75,1,0,1,0,34,15,0,5,14,0,0,7,16,1,1,7,8,5,6,10,0,6,4,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,32,Ghana,0,1,0,1,1960,0,13,1,0,1,0,34,15,0,5,14,0,0,7,16,1,1,7,8,5,6,10,0,6,4,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,32,India,0,1,0,1,1960,0,45,1,0,1,0,34,15,0,5,14,0,0,7,16,1,1,7,8,5,6,10,0,6,4,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,32,Morocco,0,1,0,1,1960,0,47,1,0,1,0,34,15,0,5,14,0,0,7,16,1,1,7,8,5,6,10,0,6,4,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,32,Portugal,0,1,0,1,1960,0,55,1,0,1,0,34,15,0,5,14,0,0,7,16,1,1,7,8,5,6,10,0,6,4,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,32,Singapore,0,1,0,1,1960,0,2,1,0,1,0,34,15,0,5,14,0,0,7,16,1,1,7,8,5,6,10,0,6,4,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,39,Brazil,0,0,2,2,1960,0,68,1,0,1,0,34,15,0,5,14,0,0,7,16,1,1,7,8,5,6,10,0,6,4,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,39,British_West_Indies,0,0,2,2,1960,0,68,1,0,1,0,34,15,0,5,14,0,0,7,16,1,1,7,8,5,6,10,0,6,4,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,41,Iraq,0,0,1,1,1960,0,21,1,0,1,0,34,15,0,5,14,0,0,7,16,1,1,7,8,5,6,10,0,6,4,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,41,Mexico,0,0,1,1,1960,0,67,1,0,1,0,34,15,0,5,14,0,0,7,16,1,1,7,8,5,6,10,0,6,4,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,41,Spain,0,0,1,1,1960,0,133,1,0,1,0,34,15,0,5,14,0,0,7,16,1,1,7,8,5,6,10,0,6,4,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,41,Venezuela,0,0,1,1,1960,0,34,1,0,1,0,34,15,0,5,14,0,0,7,16,1,1,7,8,5,6,10,0,6,4,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,1,United_States,36,26,28,90,1964,0,334,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,2,Soviet_Union,30,31,35,96,1964,0,306,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,3,Japan,16,5,8,29,1964,1,318,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,4,United_Team_of_Germany,10,22,18,50,1964,0,318,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,5,Italy,10,10,7,27,1964,0,157,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,6,Hungary,10,7,5,22,1964,0,182,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,7,Poland,7,6,10,23,1964,0,139,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,8,Australia,6,2,10,18,1964,0,233,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,9,Czechoslovakia,5,6,3,14,1964,0,104,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,10,Great_Britain,4,12,2,18,1964,0,196,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,11,Bulgaria,3,5,2,10,1964,0,63,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,12,Finland,3,0,2,5,1964,0,84,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,12,New_Zealand,3,0,2,5,1964,0,61,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,14,Romania,2,4,6,12,1964,0,138,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,15,Netherlands,2,4,4,10,1964,0,119,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,16,Turkey,2,3,1,6,1964,0,23,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,17,Sweden,2,2,4,8,1964,0,84,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,18,Denmark,2,1,3,6,1964,0,52,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,19,Yugoslavia,2,1,2,5,1964,0,75,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,20,Belgium,2,0,1,3,1964,0,61,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,21,France,1,8,6,15,1964,0,136,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,22,Canada,1,2,1,4,1964,0,105,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,22,Switzerland,1,2,1,4,1964,0,59,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,24,Bahamas,1,0,0,1,1964,0,3,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,24,Ethiopia,1,0,0,1,1964,0,12,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,24,India,1,0,0,1,1964,0,52,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,27,South_Korea,0,2,1,3,1964,0,153,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,28,Trinidad_and_Tobago,0,1,2,3,1964,0,11,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,29,Tunisia,0,1,1,2,1964,0,9,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,30,Argentina,0,1,0,1,1964,0,97,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,30,Cuba,0,1,0,1,1964,0,27,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,30,Pakistan,0,1,0,1,1964,0,41,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,30,Philippines,0,1,0,1,1964,0,44,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,34,Iran,0,0,2,2,1964,0,62,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,35,Brazil,0,0,1,1,1964,0,57,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,35,Ghana,0,0,1,1,1964,0,33,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,35,Ireland,0,0,1,1,1964,0,22,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,35,Kenya,0,0,1,1,1964,0,37,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,35,Mexico,0,0,1,1,1964,0,83,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,35,Nigeria,0,0,1,1,1964,0,18,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,35,Uruguay,0,0,1,1,1964,0,23,1,4,1,0,36,18,0,5,14,0,0,7,16,1,1,7,8,6,6,10,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,1,United_States,45,28,34,107,1968,0,355,1,0,1,0,36,29,0,5,14,0,0,7,16,1,1,7,8,6,7,11,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,2,Soviet_Union,29,32,30,91,1968,0,311,1,0,1,0,36,29,0,5,14,0,0,7,16,1,1,7,8,6,7,11,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,3,Japan,11,7,7,25,1968,0,171,1,0,1,0,36,29,0,5,14,0,0,7,16,1,1,7,8,6,7,11,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,4,Hungary,10,10,12,32,1968,0,166,1,0,1,0,36,29,0,5,14,0,0,7,16,1,1,7,8,6,7,11,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,5,East_Germany,9,9,7,25,1968,0,225,1,0,1,0,36,29,0,5,14,0,0,7,16,1,1,7,8,6,7,11,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,6,France,7,3,5,15,1968,0,200,1,0,1,0,36,29,0,5,14,0,0,7,16,1,1,7,8,6,7,11,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,7,Czechoslovakia,7,2,4,13,1968,0,121,1,0,1,0,36,29,0,5,14,0,0,7,16,1,1,7,8,6,7,11,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,8,West_Germany,5,11,10,26,1968,0,275,1,0,1,0,36,29,0,5,14,0,0,7,16,1,1,7,8,6,7,11,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,9,Australia,5,7,5,17,1968,0,128,1,0,1,0,36,29,0,5,14,0,0,7,16,1,1,7,8,6,7,11,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,10,Great_Britain,5,5,3,13,1968,0,225,1,0,1,0,36,29,0,5,14,0,0,7,16,1,1,7,8,6,7,11,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,11,Poland,5,2,11,18,1968,0,177,1,0,1,0,36,29,0,5,14,0,0,7,16,1,1,7,8,6,7,11,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,12,Romania,4,6,5,15,1968,0,82,1,0,1,0,36,29,0,5,14,0,0,7,16,1,1,7,8,6,7,11,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,13,Italy,3,4,9,16,1968,0,167,1,0,1,0,36,29,0,5,14,0,0,7,16,1,1,7,8,6,7,11,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,14,Kenya,3,4,2,9,1968,0,39,1,0,1,0,36,29,0,5,14,0,0,7,16,1,1,7,8,6,7,11,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,15,Mexico,3,3,3,9,1968,1,272,1,0,1,0,36,29,0,5,14,0,0,7,16,1,1,7,8,6,7,11,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,16,Yugoslavia,3,3,2,8,1968,0,69,1,0,1,0,36,29,0,5,14,0,0,7,16,1,1,7,8,6,7,11,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,17,Netherlands,3,3,1,7,1968,0,107,1,0,1,0,36,29,0,5,14,0,0,7,16,1,1,7,8,6,7,11,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,18,Bulgaria,2,4,3,9,1968,0,112,1,0,1,0,36,29,0,5,14,0,0,7,16,1,1,7,8,6,7,11,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,19,Iran,2,1,2,5,1968,0,14,1,0,1,0,36,29,0,5,14,0,0,7,16,1,1,7,8,6,7,11,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,20,Sweden,2,1,1,4,1968,0,100,1,0,1,0,36,29,0,5,14,0,0,7,16,1,1,7,8,6,7,11,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,21,Turkey,2,0,0,2,1968,0,29,1,0,1,0,36,29,0,5,14,0,0,7,16,1,1,7,8,6,7,11,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,22,Denmark,1,4,3,8,1968,0,62,1,0,1,0,36,29,0,5,14,0,0,7,16,1,1,7,8,6,7,11,0,7,4,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
