Year,sport,event,host,country,gold,silver,bronze,medal,Total
1952,Rowing,Rowing_Men's_Double_Sculls,0,URS,0,1,0,Silver,1
1952,Rowing,Rowing_Men's_Coxed_Fours,0,SUI,0,1,0,Silver,1
1952,Sailing,Sailing_Mixed_Two_Person_Keelboat,0,POR,0,0,1,Bronze,1
1952,Sailing,Sailing_Mixed_Three_Person_Keelboat,0,GER,0,0,1,Bronze,1
1952,Sailing,Sailing_Mixed_5.5_metres,0,SWE,0,0,1,Bronze,1
1952,Sailing,Sailing_Mixed_6_metres,0,FIN,0,0,1,Bronze,1
1952,Sailing,Sailing_Mixed_One_Person_Dinghy,0,SWE,0,0,1,Bronze,1
1952,Sailing,Sailing_Mixed_5.5_metres,0,USA,1,0,0,Gold,1
1952,Sailing,Sailing_Mixed_One_Person_Dinghy,0,DEN,1,0,0,Gold,1
1952,Sailing,Sailing_Mixed_6_metres,0,USA,1,0,0,Gold,1
1952,Sailing,Sailing_Mixed_Two_Person_Keelboat,0,ITA,1,0,0,Gold,1
1952,Sailing,Sailing_Mixed_Three_Person_Keelboat,0,NOR,1,0,0,Gold,1
1952,Sailing,Sailing_Mixed_Two_Person_Keelboat,0,USA,0,1,0,Silver,1
1952,Sailing,Sailing_Mixed_6_metres,0,NOR,0,1,0,Silver,1
1952,Sailing,Sailing_Mixed_5.5_metres,0,NOR,0,1,0,Silver,1
1952,Sailing,Sailing_Mixed_One_Person_Dinghy,0,GBR,0,1,0,Silver,1
1952,Sailing,Sailing_Mixed_Three_Person_Keelboat,0,SWE,0,1,0,Silver,1
1952,Shooting,"Shooting_Men's_Running_Target,_Single_And_Double_Shot",1,FIN,0,0,1,Bronze,1
1952,Shooting,"Shooting_Men's_Free_Pistol,_50_metres",0,HUN,0,0,1,Bronze,1
1952,Shooting,"Shooting_Men's_Rapid_Fire_Pistol,_25_metres",0,ROU,0,0,1,Bronze,1
1952,Shooting,"Shooting_Men's_Small_Bore_Rifle,_Three_Positions,_50_metres",0,URS,0,0,1,Bronze,1
1952,Shooting,"Shooting_Men's_Free_Rifle,_Three_Positions,_300_metres",0,URS,1,0,1,Bronze,2
1952,Shooting,Shooting_Men's_Trap,0,SWE,0,1,1,Bronze,2
1952,Shooting,"Shooting_Men's_Small_Bore_Rifle,_Prone,_50_metres",0,USA,0,0,1,Bronze,1
1952,Shooting,Shooting_Men's_Trap,0,CAN,1,0,0,Gold,1
1952,Shooting,"Shooting_Men's_Rapid_Fire_Pistol,_25_metres",0,HUN,1,1,0,Gold,2
1952,Shooting,"Shooting_Men's_Small_Bore_Rifle,_Three_Positions,_50_metres",0,NOR,1,0,0,Gold,1
1952,Shooting,"Shooting_Men's_Running_Target,_Single_And_Double_Shot",0,NOR,1,0,0,Gold,1
1952,Shooting,"Shooting_Men's_Small_Bore_Rifle,_Prone,_50_metres",0,ROU,1,0,0,Gold,1
1952,Shooting,"Shooting_Men's_Free_Rifle,_Three_Positions,_300_metres",0,URS,1,0,1,Gold,2
1952,Shooting,"Shooting_Men's_Free_Pistol,_50_metres",0,USA,1,0,0,Gold,1
1952,Shooting,"Shooting_Men's_Small_Bore_Rifle,_Three_Positions,_50_metres",1,FIN,0,1,0,Silver,1
1952,Shooting,"Shooting_Men's_Rapid_Fire_Pistol,_25_metres",0,HUN,1,1,0,Silver,2
1952,Shooting,"Shooting_Men's_Small_Bore_Rifle,_Prone,_50_metres",0,URS,0,1,0,Silver,1
1952,Shooting,"Shooting_Men's_Free_Pistol,_50_metres",0,ESP,0,1,0,Silver,1
1952,Shooting,Shooting_Men's_Trap,0,SWE,0,1,1,Silver,2
1952,Shooting,"Shooting_Men's_Running_Target,_Single_And_Double_Shot",0,SWE,0,1,0,Silver,1
1952,Shooting,"Shooting_Men's_Free_Rifle,_Three_Positions,_300_metres",0,SUI,0,1,0,Silver,1
1952,Swimming,"Swimming_Men's_1,500_metres_Freestyle",0,BRA,0,0,1,Bronze,1
1952,Swimming,Swimming_Men's_4_x_200_metres_Freestyle_Relay,0,FRA,0,0,1,Bronze,1
1952,Swimming,Swimming_Men's_200_metres_Breaststroke,0,GER,0,0,1,Bronze,1
1952,Swimming,Swimming_Women's_200_metres_Breaststroke,0,GBR,0,0,1,Bronze,1
1952,Swimming,Swimming_Women's_100_metres_Freestyle,0,HUN,1,0,1,Bronze,2
1952,Swimming,Swimming_Women's_100_metres_Backstroke,0,NZL,0,0,1,Bronze,1
1952,Swimming,Swimming_Men's_100_metres_Freestyle,0,SWE,0,0,1,Bronze,1
1952,Swimming,Swimming_Men's_400_metres_Freestyle,0,SWE,0,0,1,Bronze,1
1952,Swimming,Swimming_Women's_4_x_100_metres_Freestyle_Relay,0,USA,0,0,1,Bronze,1
1952,Swimming,Swimming_Women's_400_metres_Freestyle,0,USA,0,0,1,Bronze,1
1952,Swimming,Swimming_Men's_100_metres_Backstroke,0,USA,1,0,1,Bronze,2
1952,Swimming,Swimming_Men's_200_metres_Breaststroke,0,AUS,1,0,0,Gold,1
1952,Swimming,Swimming_Men's_400_metres_Freestyle,0,FRA,1,0,0,Gold,1
1952,Swimming,Swimming_Women's_4_x_100_metres_Freestyle_Relay,0,HUN,1,0,0,Gold,1
1952,Swimming,Swimming_Women's_400_metres_Freestyle,0,HUN,1,1,0,Gold,2
1952,Swimming,Swimming_Women's_200_metres_Breaststroke,0,HUN,1,1,0,Gold,2
1952,Swimming,Swimming_Women's_100_metres_Freestyle,0,HUN,1,0,1,Gold,2
1952,Swimming,Swimming_Women's_100_metres_Backstroke,0,RSA,1,0,0,Gold,1
1952,Swimming,Swimming_Men's_4_x_200_metres_Freestyle_Relay,0,USA,1,0,0,Gold,1
1952,Swimming,"Swimming_Men's_1,500_metres_Freestyle",0,USA,1,0,0,Gold,1
1952,Swimming,Swimming_Men's_100_metres_Backstroke,0,USA,1,0,1,Gold,2
1952,Swimming,Swimming_Men's_100_metres_Freestyle,0,USA,1,0,0,Gold,1
1952,Swimming,Swimming_Men's_100_metres_Backstroke,0,FRA,0,1,0,Silver,1
1952,Swimming,Swimming_Women's_400_metres_Freestyle,0,HUN,1,1,0,Silver,2
1952,Swimming,Swimming_Women's_200_metres_Breaststroke,0,HUN,1,1,0,Silver,2
1952,Swimming,Swimming_Men's_4_x_200_metres_Freestyle_Relay,0,JPN,0,1,0,Silver,1
1952,Swimming,"Swimming_Men's_1,500_metres_Freestyle",0,JPN,0,1,0,Silver,1
1952,Swimming,Swimming_Men's_100_metres_Freestyle,0,JPN,0,1,0,Silver,1
1952,Swimming,Swimming_Women's_4_x_100_metres_Freestyle_Relay,0,NED,0,1,0,Silver,1
1952,Swimming,Swimming_Women's_100_metres_Freestyle,0,NED,0,1,0,Silver,1
1952,Swimming,Swimming_Women's_100_metres_Backstroke,0,NED,0,1,0,Silver,1
1952,Swimming,Swimming_Men's_400_metres_Freestyle,0,USA,0,1,0,Silver,1
1952,Swimming,Swimming_Men's_200_metres_Breaststroke,0,USA,0,1,0,Silver,1
1952,Water_Polo,Water_Polo_Men's_Water_Polo,0,ITA,0,0,1,Bronze,1
1952,Water_Polo,Water_Polo_Men's_Water_Polo,0,HUN,1,0,0,Gold,1
1952,Water_Polo,Water_Polo_Men's_Water_Polo,0,YUG,0,1,0,Silver,1
1952,Weightlifting,Weightlifting_Men's_Heavyweight,0,ARG,0,0,1,Bronze,1
1952,Weightlifting,Weightlifting_Men's_Lightweight,0,AUS,0,0,1,Bronze,1
1952,Weightlifting,Weightlifting_Men's_Bantamweight,0,IRI,0,1,1,Bronze,2
1952,Weightlifting,Weightlifting_Men's_Middleweight,0,KOR,0,0,1,Bronze,1
1952,Weightlifting,Weightlifting_Men's_Light_Heavyweight,0,URS,1,0,1,Bronze,2
1952,Weightlifting,Weightlifting_Men's_Middle_Heavyweight,0,TTO,0,0,1,Bronze,1
1952,Weightlifting,Weightlifting_Men's_Featherweight,0,TTO,0,0,1,Bronze,1
1952,Weightlifting,Weightlifting_Men's_Featherweight,0,URS,1,1,0,Gold,2
1952,Weightlifting,Weightlifting_Men's_Light_Heavyweight,0,URS,1,0,1,Gold,2
1952,Weightlifting,Weightlifting_Men's_Bantamweight,0,URS,1,0,0,Gold,1
1952,Weightlifting,Weightlifting_Men's_Heavyweight,0,USA,1,1,0,Gold,2
1952,Weightlifting,Weightlifting_Men's_Middleweight,0,USA,1,0,0,Gold,1
1952,Weightlifting,Weightlifting_Men's_Lightweight,0,USA,1,0,0,Gold,1
1952,Weightlifting,Weightlifting_Men's_Middle_Heavyweight,0,USA,1,0,0,Gold,1
1952,Weightlifting,Weightlifting_Men's_Middleweight,0,CAN,0,1,0,Silver,1
1952,Weightlifting,Weightlifting_Men's_Bantamweight,0,IRI,0,1,1,Silver,2
1952,Weightlifting,Weightlifting_Men's_Lightweight,0,URS,0,1,0,Silver,1
1952,Weightlifting,Weightlifting_Men's_Middle_Heavyweight,0,URS,0,1,0,Silver,1
1952,Weightlifting,Weightlifting_Men's_Featherweight,0,URS,1,1,0,Silver,2
1952,Weightlifting,Weightlifting_Men's_Heavyweight,0,USA,1,1,0,Silver,2
1952,Weightlifting,Weightlifting_Men's_Light_Heavyweight,0,USA,0,1,0,Silver,1
1952,Wrestling,"Wrestling_Men's_Lightweight,_Greco_Roman",0,TCH,0,0,1,Bronze,1
1952,Wrestling,"Wrestling_Men's_Featherweight,_Greco_Roman",0,EGY,0,0,1,Bronze,1
1952,Wrestling,"Wrestling_Men's_Flyweight,_Greco_Roman",1,FIN,0,0,1,Bronze,1
1952,Wrestling,"Wrestling_Men's_Heavyweight,_Greco_Roman",1,FIN,0,0,1,Bronze,1
1952,Wrestling,"Wrestling_Men's_Heavyweight,_Freestyle",0,GBR,0,0,1,Bronze,1
1952,Wrestling,"Wrestling_Men's_Middleweight,_Freestyle",0,HUN,0,0,1,Bronze,1
1952,Wrestling,"Wrestling_Men's_Bantamweight,_Freestyle",0,IND,0,0,1,Bronze,1
1952,Wrestling,"Wrestling_Men's_Lightweight,_Freestyle",0,IRI,0,0,1,Bronze,1
1952,Wrestling,"Wrestling_Men's_Welterweight,_Freestyle",0,IRI,0,0,1,Bronze,1
1952,Wrestling,"Wrestling_Men's_Flyweight,_Freestyle",0,IRI,0,0,1,Bronze,1
1952,Wrestling,"Wrestling_Men's_Welterweight,_Greco_Roman",0,LIB,0,0,1,Bronze,1
1952,Wrestling,"Wrestling_Men's_Middleweight,_Greco_Roman",0,URS,0,0,1,Bronze,1
1952,Wrestling,"Wrestling_Men's_Bantamweight,_Greco_Roman",0,URS,0,0,1,Bronze,1
1952,Wrestling,"Wrestling_Men's_Light_Heavyweight,_Greco_Roman",0,SWE,0,0,1,Bronze,1
1952,Wrestling,"Wrestling_Men's_Light_Heavyweight,_Freestyle",0,TUR,0,0,1,Bronze,1
1952,Wrestling,"Wrestling_Men's_Featherweight,_Freestyle",0,USA,0,0,1,Bronze,1
1952,Wrestling,"Wrestling_Men's_Light_Heavyweight,_Greco_Roman",1,FIN,1,0,0,Gold,1
1952,Wrestling,"Wrestling_Men's_Bantamweight,_Greco_Roman",0,HUN,1,0,0,Gold,1
1952,Wrestling,"Wrestling_Men's_Welterweight,_Greco_Roman",0,HUN,1,0,0,Gold,1
1952,Wrestling,"Wrestling_Men's_Bantamweight,_Freestyle",0,JPN,1,0,0,Gold,1
1952,Wrestling,"Wrestling_Men's_Flyweight,_Greco_Roman",0,URS,1,0,0,Gold,1
1952,Wrestling,"Wrestling_Men's_Heavyweight,_Greco_Roman",0,URS,1,0,0,Gold,1
1952,Wrestling,"Wrestling_Men's_Heavyweight,_Freestyle",0,URS,1,0,0,Gold,1
1952,Wrestling,"Wrestling_Men's_Featherweight,_Greco_Roman",0,URS,1,0,0,Gold,1
1952,Wrestling,"Wrestling_Men's_Lightweight,_Greco_Roman",0,URS,1,0,0,Gold,1
1952,Wrestling,"Wrestling_Men's_Middleweight,_Freestyle",0,URS,1,0,0,Gold,1
1952,Wrestling,"Wrestling_Men's_Lightweight,_Freestyle",0,SWE,1,0,0,Gold,1
1952,Wrestling,"Wrestling_Men's_Middleweight,_Greco_Roman",0,SWE,1,0,0,Gold,1
1952,Wrestling,"Wrestling_Men's_Light_Heavyweight,_Freestyle",0,SWE,1,0,0,Gold,1
1952,Wrestling,"Wrestling_Men's_Flyweight,_Freestyle",0,TUR,1,0,0,Gold,1
1952,Wrestling,"Wrestling_Men's_Featherweight,_Freestyle",0,TUR,1,0,0,Gold,1
1952,Wrestling,"Wrestling_Men's_Welterweight,_Freestyle",0,USA,1,0,0,Gold,1
1952,Wrestling,"Wrestling_Men's_Heavyweight,_Greco_Roman",0,TCH,0,1,0,Silver,1
1952,Wrestling,"Wrestling_Men's_Middleweight,_Greco_Roman",1,FIN,0,1,0,Silver,1
1952,Wrestling,"Wrestling_Men's_Featherweight,_Greco_Roman",0,HUN,0,1,0,Silver,1
1952,Wrestling,"Wrestling_Men's_Featherweight,_Freestyle",0,IRI,0,1,0,Silver,1
1952,Wrestling,"Wrestling_Men's_Middleweight,_Freestyle",0,IRI,0,1,0,Silver,1
1952,Wrestling,"Wrestling_Men's_Flyweight,_Greco_Roman",0,ITA,0,1,0,Silver,1
1952,Wrestling,"Wrestling_Men's_Flyweight,_Freestyle",0,JPN,0,1,0,Silver,1
1952,Wrestling,"Wrestling_Men's_Bantamweight,_Greco_Roman",0,LIB,0,1,0,Silver,1
1952,Wrestling,"Wrestling_Men's_Light_Heavyweight,_Greco_Roman",0,URS,0,1,0,Silver,1
1952,Wrestling,"Wrestling_Men's_Bantamweight,_Freestyle",0,URS,0,1,0,Silver,1
1952,Wrestling,"Wrestling_Men's_Welterweight,_Greco_Roman",0,SWE,0,1,0,Silver,1
1952,Wrestling,"Wrestling_Men's_Heavyweight,_Freestyle",0,SWE,0,1,0,Silver,1
1952,Wrestling,"Wrestling_Men's_Welterweight,_Freestyle",0,SWE,0,1,0,Silver,1
1952,Wrestling,"Wrestling_Men's_Lightweight,_Greco_Roman",0,SWE,0,1,0,Silver,1
1952,Wrestling,"Wrestling_Men's_Lightweight,_Freestyle",0,USA,0,1,0,Silver,1
1952,Wrestling,"Wrestling_Men's_Light_Heavyweight,_Freestyle",0,USA,0,1,0,Silver,1
1956,Athletics,Athletics_Men's_100_metres,1,AUS,0,0,1,Bronze,1
1956,Athletics,"Athletics_Men's_1,500_metres",1,AUS,0,0,1,Bronze,1
1956,Athletics,"Athletics_Men's_10,000_metres",1,AUS,0,0,1,Bronze,1
1956,Athletics,Athletics_Women's_100_metres,1,AUS,1,0,1,Bronze,2
1956,Athletics,Athletics_Women's_200_metres,1,AUS,1,0,1,Bronze,2
1956,Athletics,Athletics_Women's_80_metres_Hurdles,1,AUS,1,0,1,Bronze,2
1956,Athletics,Athletics_Men's_Shot_Put,0,TCH,0,0,1,Bronze,1
1956,Athletics,Athletics_Men's_400_metres,0,FIN,0,0,1,Bronze,1
1956,Athletics,Athletics_Men's_Marathon,0,FIN,0,0,1,Bronze,1
1956,Athletics,Athletics_Men's_Long_Jump,0,FIN,0,0,1,Bronze,1
1956,Athletics,Athletics_Men's_4_x_100_metres_Relay,0,GER,0,0,1,Bronze,1
1956,Athletics,Athletics_Women's_Shot_Put,0,GER,0,0,1,Bronze,1
1956,Athletics,Athletics_Men's_4_x_400_metres_Relay,0,GBR,0,0,1,Bronze,1
1956,Athletics,"Athletics_Men's_5,000_metres",0,GBR,0,1,1,Bronze,2
1956,Athletics,Athletics_Men's_Pole_Vault,0,GRE,0,0,1,Bronze,1
1956,Athletics,Athletics_Men's_800_metres,0,NOR,0,0,1,Bronze,1
1956,Athletics,"Athletics_Men's_3,000_metres_Steeplechase",0,NOR,0,0,1,Bronze,1
1956,Athletics,Athletics_Men's_400_metres,0,URS,0,0,1,Bronze,1
1956,Athletics,Athletics_Men's_20_kilometres_Walk,0,URS,1,1,1,Bronze,3
1956,Athletics,Athletics_Men's_High_Jump,0,URS,0,0,1,Bronze,1
1956,Athletics,Athletics_Women's_Long_Jump,0,URS,0,0,1,Bronze,1
1956,Athletics,Athletics_Women's_Javelin_Throw,0,URS,1,0,1,Bronze,2
1956,Athletics,Athletics_Men's_Triple_Jump,0,URS,0,0,1,Bronze,1
1956,Athletics,Athletics_Men's_Decathlon,0,URS,0,0,1,Bronze,1
1956,Athletics,Athletics_Women's_Discus_Throw,0,URS,0,1,1,Bronze,2
1956,Athletics,Athletics_Men's_Hammer_Throw,0,URS,0,1,1,Bronze,2
1956,Athletics,Athletics_Men's_Javelin_Throw,0,URS,0,0,1,Bronze,1
1956,Athletics,Athletics_Men's_50_kilometres_Walk,0,SWE,0,0,1,Bronze,1
1956,Athletics,Athletics_Men's_200_metres,0,USA,1,1,1,Bronze,3
1956,Athletics,Athletics_Men's_400_metres_Hurdles,0,USA,1,1,1,Bronze,3
1956,Athletics,Athletics_Women's_4_x_100_metres_Relay,0,USA,0,0,1,Bronze,1
1956,Athletics,Athletics_Men's_Discus_Throw,0,USA,1,1,1,Bronze,3
1956,Athletics,Athletics_Men's_110_metres_Hurdles,0,USA,1,1,1,Bronze,3
1956,Athletics,Athletics_Women's_4_x_100_metres_Relay,1,AUS,1,0,0,Gold,1
1956,Athletics,Athletics_Women's_100_metres,1,AUS,1,0,1,Gold,2
1956,Athletics,Athletics_Women's_200_metres,1,AUS,1,0,1,Gold,2
1956,Athletics,Athletics_Women's_80_metres_Hurdles,1,AUS,1,0,1,Gold,2
1956,Athletics,Athletics_Men's_Triple_Jump,0,BRA,1,0,0,Gold,1
1956,Athletics,Athletics_Women's_Discus_Throw,0,TCH,1,0,0,Gold,1
1956,Athletics,Athletics_Men's_Marathon,0,FRA,1,0,0,Gold,1
1956,Athletics,"Athletics_Men's_3,000_metres_Steeplechase",0,GBR,1,0,0,Gold,1
1956,Athletics,"Athletics_Men's_1,500_metres",0,IRL,1,0,0,Gold,1
1956,Athletics,Athletics_Men's_50_kilometres_Walk,0,NZL,1,0,0,Gold,1
1956,Athletics,Athletics_Men's_Javelin_Throw,0,NOR,1,0,0,Gold,1
1956,Athletics,Athletics_Women's_Long_Jump,0,POL,1,0,0,Gold,1
1956,Athletics,Athletics_Women's_Javelin_Throw,0,URS,1,0,1,Gold,2
1956,Athletics,"Athletics_Men's_5,000_metres",0,URS,1,0,0,Gold,1
1956,Athletics,"Athletics_Men's_10,000_metres",0,URS,1,0,0,Gold,1
1956,Athletics,Athletics_Men's_20_kilometres_Walk,0,URS,1,1,1,Gold,3
1956,Athletics,Athletics_Women's_Shot_Put,0,URS,1,1,0,Gold,2
1956,Athletics,Athletics_Men's_4_x_100_metres_Relay,0,USA,1,0,0,Gold,1
1956,Athletics,Athletics_Men's_Long_Jump,0,USA,1,1,0,Gold,2
1956,Athletics,Athletics_Men's_110_metres_Hurdles,0,USA,1,1,1,Gold,3
1956,Athletics,Athletics_Men's_Decathlon,0,USA,1,1,0,Gold,2
1956,Athletics,Athletics_Men's_Hammer_Throw,0,USA,1,0,0,Gold,1
1956,Athletics,Athletics_Men's_800_metres,0,USA,1,0,0,Gold,1
1956,Athletics,Athletics_Men's_4_x_400_metres_Relay,0,USA,1,0,0,Gold,1
1956,Athletics,Athletics_Men's_400_metres_Hurdles,0,USA,1,1,1,Gold,3
1956,Athletics,Athletics_Men's_High_Jump,0,USA,1,0,0,Gold,1
1956,Athletics,Athletics_Men's_400_metres,0,USA,1,0,0,Gold,1
1956,Athletics,Athletics_Women's_High_Jump,0,USA,1,0,0,Gold,1
1956,Athletics,Athletics_Men's_100_metres,0,USA,1,1,0,Gold,2
1956,Athletics,Athletics_Men's_200_metres,0,USA,1,1,1,Gold,3
1956,Athletics,Athletics_Men's_Shot_Put,0,USA,1,1,0,Gold,2
1956,Athletics,Athletics_Men's_Discus_Throw,0,USA,1,1,1,Gold,3
1956,Athletics,Athletics_Men's_Pole_Vault,0,USA,1,1,0,Gold,2
1956,Athletics,Athletics_Men's_4_x_400_metres_Relay,1,AUS,0,1,0,Silver,1
1956,Athletics,Athletics_Men's_High_Jump,1,AUS,0,1,0,Silver,1
1956,Athletics,Athletics_Women's_Javelin_Throw,0,CHI,0,1,0,Silver,1
1956,Athletics,Athletics_Men's_400_metres,0,GER,0,1,0,Silver,1
1956,Athletics,Athletics_Women's_80_metres_Hurdles,0,GER,0,1,0,Silver,1
1956,Athletics,"Athletics_Men's_1,500_metres",0,GER,0,1,0,Silver,1
1956,Athletics,Athletics_Women's_100_metres,0,GER,0,1,0,Silver,1
1956,Athletics,Athletics_Women's_200_metres,0,GER,0,1,0,Silver,1
1956,Athletics,Athletics_Women's_4_x_100_metres_Relay,0,GBR,0,1,0,Silver,1
1956,Athletics,Athletics_Women's_High_Jump,0,GBR,0,1,0,Silver,1
1956,Athletics,Athletics_Men's_800_metres,0,GBR,0,1,0,Silver,1
1956,Athletics,"Athletics_Men's_5,000_metres",0,GBR,0,1,1,Silver,2
1956,Athletics,"Athletics_Men's_10,000_metres",0,HUN,0,1,0,Silver,1
1956,Athletics,"Athletics_Men's_3,000_metres_Steeplechase",0,HUN,0,1,0,Silver,1
1956,Athletics,Athletics_Men's_Triple_Jump,0,ISL,0,1,0,Silver,1
1956,Athletics,Athletics_Men's_Javelin_Throw,0,POL,0,1,0,Silver,1
1956,Athletics,Athletics_Men's_4_x_100_metres_Relay,0,URS,0,1,0,Silver,1
1956,Athletics,Athletics_Women's_Discus_Throw,0,URS,0,1,1,Silver,2
1956,Athletics,Athletics_Men's_Hammer_Throw,0,URS,0,1,1,Silver,2
1956,Athletics,Athletics_Men's_50_kilometres_Walk,0,URS,0,1,0,Silver,1
1956,Athletics,Athletics_Men's_20_kilometres_Walk,0,URS,1,1,1,Silver,3
1956,Athletics,Athletics_Women's_High_Jump,0,URS,0,1,0,Silver,1
1956,Athletics,Athletics_Women's_Shot_Put,0,URS,1,1,0,Silver,2
1956,Athletics,Athletics_Men's_100_metres,0,USA,1,1,0,Silver,2
1956,Athletics,Athletics_Men's_Long_Jump,0,USA,1,1,0,Silver,2
1956,Athletics,Athletics_Men's_110_metres_Hurdles,0,USA,1,1,1,Silver,3
1956,Athletics,Athletics_Men's_Discus_Throw,0,USA,1,1,1,Silver,3
1956,Athletics,Athletics_Men's_Pole_Vault,0,USA,1,1,0,Silver,2
1956,Athletics,Athletics_Men's_Decathlon,0,USA,1,1,0,Silver,2
1956,Athletics,Athletics_Men's_Shot_Put,0,USA,1,1,0,Silver,2
1956,Athletics,Athletics_Men's_400_metres_Hurdles,0,USA,1,1,1,Silver,3
1956,Athletics,Athletics_Men's_200_metres,0,USA,1,1,1,Silver,3
1956,Athletics,Athletics_Women's_Long_Jump,0,USA,0,1,0,Silver,1
1956,Athletics,Athletics_Men's_Marathon,0,YUG,0,1,0,Silver,1
1956,Basketball,Basketball_Men's_Basketball,0,URU,0,0,1,Bronze,1
1956,Basketball,Basketball_Men's_Basketball,0,USA,1,0,0,Gold,1
1956,Basketball,Basketball_Men's_Basketball,0,URS,0,1,0,Silver,1
1956,Boxing,Boxing_Men's_Middleweight,0,ARG,0,0,1,Bronze,1
1956,Boxing,Boxing_Men's_Welterweight,1,AUS,0,0,1,Bronze,1
1956,Boxing,Boxing_Men's_Bantamweight,0,CHI,0,0,1,Bronze,1
1956,Boxing,Boxing_Men's_Light_Heavyweight,0,CHI,0,0,1,Bronze,1
1956,Boxing,Boxing_Men's_Featherweight,0,FIN,0,0,1,Bronze,1
1956,Boxing,Boxing_Men's_Middleweight,0,FRA,0,0,1,Bronze,1
1956,Boxing,Boxing_Men's_Flyweight,0,FRA,0,0,1,Bronze,1
1956,Boxing,Boxing_Men's_Welterweight,0,GBR,0,0,1,Bronze,1
1956,Boxing,Boxing_Men's_Light_Middleweight,0,GBR,0,0,1,Bronze,1
1956,Boxing,Boxing_Men's_Lightweight,0,IRL,0,0,1,Bronze,1
1956,Boxing,Boxing_Men's_Flyweight,0,IRL,0,0,1,Bronze,1
1956,Boxing,Boxing_Men's_Bantamweight,0,IRL,0,0,1,Bronze,1
1956,Boxing,Boxing_Men's_Heavyweight,0,ITA,0,0,1,Bronze,1
1956,Boxing,Boxing_Men's_Featherweight,0,POL,0,0,1,Bronze,1
1956,Boxing,Boxing_Men's_Light_Middleweight,0,POL,0,0,1,Bronze,1
1956,Boxing,Boxing_Men's_Light_Welterweight,0,ROU,0,0,1,Bronze,1
1956,Boxing,Boxing_Men's_Heavyweight,0,RSA,0,0,1,Bronze,1
1956,Boxing,Boxing_Men's_Light_Welterweight,0,RSA,0,0,1,Bronze,1
1956,Boxing,Boxing_Men's_Lightweight,0,URS,0,0,1,Bronze,1
1956,Boxing,Boxing_Men's_Light_Heavyweight,0,URS,0,0,1,Bronze,1
1956,Boxing,Boxing_Men's_Bantamweight,0,GER,1,0,0,Gold,1
1956,Boxing,Boxing_Men's_Lightweight,0,GBR,1,0,0,Gold,1
1956,Boxing,Boxing_Men's_Flyweight,0,GBR,1,0,0,Gold,1
1956,Boxing,Boxing_Men's_Light_Middleweight,0,HUN,1,0,0,Gold,1
1956,Boxing,Boxing_Men's_Welterweight,0,ROU,1,0,0,Gold,1
1956,Boxing,Boxing_Men's_Light_Welterweight,0,URS,1,0,0,Gold,1
1956,Boxing,Boxing_Men's_Featherweight,0,URS,1,0,0,Gold,1
1956,Boxing,Boxing_Men's_Middleweight,0,URS,1,0,0,Gold,1
1956,Boxing,Boxing_Men's_Light_Heavyweight,0,USA,1,0,0,Gold,1
1956,Boxing,Boxing_Men's_Heavyweight,0,USA,1,0,0,Gold,1
1956,Boxing,Boxing_Men's_Middleweight,0,CHI,0,1,0,Silver,1
1956,Boxing,Boxing_Men's_Lightweight,0,GER,0,1,0,Silver,1
1956,Boxing,Boxing_Men's_Featherweight,0,GBR,0,1,0,Silver,1
1956,Boxing,Boxing_Men's_Welterweight,0,IRL,0,1,0,Silver,1
1956,Boxing,Boxing_Men's_Light_Welterweight,0,ITA,0,1,0,Silver,1
1956,Boxing,Boxing_Men's_Flyweight,0,ROU,0,1,0,Silver,1
1956,Boxing,Boxing_Men's_Light_Heavyweight,0,ROU,0,1,0,Silver,1
1956,Boxing,Boxing_Men's_Bantamweight,0,KOR,0,1,0,Silver,1
1956,Boxing,Boxing_Men's_Heavyweight,0,URS,0,1,0,Silver,1
1956,Boxing,Boxing_Men's_Light_Middleweight,0,USA,0,1,0,Silver,1
1956,Canoeing,"Canoeing_Men's_Kayak_Doubles,_10,000_metres",1,AUS,0,0,1,Bronze,1
1956,Canoeing,"Canoeing_Men's_Kayak_Doubles,_1,000_metres",0,AUT,0,0,1,Bronze,1
1956,Canoeing,"Canoeing_Women's_Kayak_Singles,_500_metres",0,DEN,0,0,1,Bronze,1
1956,Canoeing,"Canoeing_Men's_Kayak_Singles,_10,000_metres",0,GER,0,0,1,Bronze,1
1956,Canoeing,"Canoeing_Men's_Canadian_Doubles,_10,000_metres",0,HUN,0,0,1,Bronze,1
1956,Canoeing,"Canoeing_Men's_Kayak_Singles,_1,000_metres",0,HUN,0,0,1,Bronze,1
1956,Canoeing,"Canoeing_Men's_Canadian_Doubles,_1,000_metres",0,HUN,0,0,1,Bronze,1
1956,Canoeing,"Canoeing_Men's_Canadian_Singles,_1,000_metres",0,URS,0,0,1,Bronze,1
1956,Canoeing,"Canoeing_Men's_Canadian_Singles,_10,000_metres",0,URS,0,0,1,Bronze,1
1956,Canoeing,"Canoeing_Men's_Kayak_Doubles,_1,000_metres",0,GER,1,0,0,Gold,1
1956,Canoeing,"Canoeing_Men's_Kayak_Doubles,_10,000_metres",0,HUN,1,0,0,Gold,1
1956,Canoeing,"Canoeing_Men's_Canadian_Doubles,_1,000_metres",0,ROU,1,0,0,Gold,1
1956,Canoeing,"Canoeing_Men's_Canadian_Singles,_1,000_metres",0,ROU,1,0,0,Gold,1
